TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
1303000000.0	8440978.7	3513999.7	33689567.9
1304000000.0	8441023.5	3514007.1	33690344.5
1305000000.0	8441068.3	3514014.5	33691119.9
1306000000.0	8441113.0	3514021.9	33691894.1
1307000000.0	8441157.6	3514029.2	33692667.2
1308000000.0	8441202.1	3514036.6	33693439.2
1309000000.0	8441246.6	3514043.9	33694210.0
1310000000.0	8441291.0	3514051.2	33694979.7
1311000000.0	8441335.4	3514058.5	33695748.2
1312000000.0	8441379.6	3514065.8	33696515.6
1313000000.0	8441423.8	3514073.1	33697281.9
1314000000.0	8441468.0	3514080.4	33698047.0
1315000000.0	8441512.1	3514087.7	33698811.0
1316000000.0	8441556.1	3514094.9	33699573.9
1317000000.0	8441600.0	3514102.2	33700335.7
1318000000.0	8441643.9	3514109.4	33701096.3
1319000000.0	8441687.7	3514116.6	33701855.8
1320000000.0	8441731.5	3514123.8	33702614.2
1321000000.0	8441775.1	3514131.0	33703371.5
1322000000.0	8441818.8	3514138.2	33704127.7
1323000000.0	8441862.3	3514145.4	33704882.7
1324000000.0	8441905.8	3514152.6	33705636.7
1325000000.0	8441949.2	3514159.7	33706389.5
1326000000.0	8441992.6	3514166.9	33707141.3
1327000000.0	8442035.9	3514174.0	33707891.9
1328000000.0	8442079.1	3514181.1	33708641.5
1329000000.0	8442122.2	3514188.2	33709390.0
1330000000.0	8442165.3	3514195.3	33710137.3
1331000000.0	8442208.4	3514202.4	33710883.6
1332000000.0	8442251.3	3514209.5	33711628.8
1333000000.0	8442294.2	3514216.6	33712372.9
1334000000.0	8442337.1	3514223.7	33713115.9
1335000000.0	8442379.8	3514230.7	33713857.9
1336000000.0	8442422.6	3514237.7	33714598.7
1337000000.0	8442465.2	3514244.8	33715338.5
1338000000.0	8442507.8	3514251.8	33716077.2
1339000000.0	8442550.3	3514258.8	33716814.9
1340000000.0	8442592.8	3514265.8	33717551.4
1341000000.0	8442635.2	3514272.8	33718287.0
1342000000.0	8442677.5	3514279.8	33719021.4
1343000000.0	8442719.8	3514286.7	33719754.8
1344000000.0	8442762.0	3514293.7	33720487.1
1345000000.0	8442804.1	3514300.6	33721218.4
1346000000.0	8442846.2	3514307.6	33721948.6
1347000000.0	8442888.2	3514314.5	33722677.7
1348000000.0	8442930.2	3514321.4	33723405.9
1349000000.0	8442972.1	3514328.3	33724132.9
1350000000.0	8443013.9	3514335.2	33724858.9
1351000000.0	8443055.7	3514342.1	33725583.9
1352000000.0	8443097.4	3514349.0	33726307.8
1353000000.0	8443139.1	3514355.8	33727030.7
1354000000.0	8443180.6	3514362.7	33727752.6
1355000000.0	8443222.2	3514369.5	33728473.4
1356000000.0	8443263.6	3514376.4	33729193.2
1357000000.0	8443305.1	3514383.2	33729912.0
1358000000.0	8443346.4	3514390.0	33730629.7
1359000000.0	8443387.7	3514396.8	33731346.4
1360000000.0	8443428.9	3514403.6	33732062.1
1361000000.0	8443470.1	3514410.4	33732776.7
1362000000.0	8443511.2	3514417.2	33733490.4
1363000000.0	8443552.2	3514423.9	33734203.0
1364000000.0	8443593.2	3514430.7	33734914.6
1365000000.0	8443634.1	3514437.4	33735625.2
1366000000.0	8443675.0	3514444.2	33736334.8
1367000000.0	8443715.8	3514450.9	33737043.4
